Count of Victims,Age Group,Sex,Method of Killing,Domestic Abuse,Recorded Date,Homicide Offence Type,Solved Status,Borough,Officer Observed Ethnicity,ageAv,age,gender,ethnicity,solved,Month,Year
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-19,Murder,Solved,Brent,Black,2,2,1,1,1,Apr,2019
1,25 to 34,Male,Shooting,Not Domestic Abuse,Jul-19,Murder,Solved,Brent,Black,3,3,1,1,1,Jul,2019
1,25 to 34,Male,Shooting,Not Domestic Abuse,Jul-19,Murder,Solved,Brent,Black,3,3,1,1,1,Jul,2019
1,20 to 24,Female,Knife or Sharp Implement,Domestic Abuse,Oct-19,Murder,Unsolved,Brent,Black,2,2,2,1,0,Oct,2019
1,35 to 44 ,Male,"Physical Assault, no weapon",Not Domestic Abuse,Nov-19,Murder,Solved,Brent,Black,4,4,1,1,1,Nov,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Ealing,White,3,3,1,0,1,Dec,2019
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-19,Murder,Solved,Harrow,Asian,5,5,1,2,1,Mar,2019
1,0 to 12,Male,Not known/Not Recorded ,Not Domestic Abuse,Nov-19,Infanticide,Unsolved,Harrow,White,0,0,1,0,0,Nov,2019
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,Feb-19,Murder,Solved,Camden,Black,5,5,1,1,1,Feb,2019
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-19,Murder,Solved,Camden,Black,2,2,1,1,1,Feb,2019
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-19,Murder,Unsolved,Camden,Black,2,2,1,1,0,Apr,2019
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-19,Murder,Solved,Camden,Black,2,2,1,1,1,Jul,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-19,Murder,Solved,Camden,Black,1,1,1,1,1,Aug,2019
1,20 to 24,Male,Shooting,Not Domestic Abuse,Sep-19,Murder,Unsolved,Camden,Black,2,2,1,1,0,Sep,2019
1,20 to 24,Female,Knife or Sharp Implement,Not Domestic Abuse,Sep-19,Murder,Solved,Camden,Black,2,2,2,1,1,Sep,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-19,Murder,Unsolved,Camden,Black,3,3,1,1,0,Sep,2019
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,Mar-19,Murder,Solved,Barnet,White,5,5,2,0,1,Mar,2019
1,65 and over,Male,Other Methods Of Killing,Domestic Abuse,Apr-19,Murder,Unsolved,Barnet,White,7,7,1,0,0,Apr,2019
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-19,Murder,Solved,Barnet,Black,4,4,1,1,1,Jun,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Barnet,Black,3,3,1,1,1,Dec,2019
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Barnet,White,4,4,1,0,1,Dec,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-19,Murder,Unsolved,Ealing,White,3,3,1,0,0,Jan,2019
1,35 to 44 ,Male,Other Methods Of Killing,Not Domestic Abuse,Jun-19,Manslaughter,Solved,Kensington & Chelsea,White,4,4,1,0,1,Jun,2019
1,65 and over,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-19,Murder,Solved,Ealing,White,7,7,1,0,1,Aug,2019
1,55 to 64,Female,Blunt Implement,Not Domestic Abuse,Sep-19,Murder,Solved,Ealing,White,6,6,2,0,1,Sep,2019
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-19,Murder,Solved,Ealing,Black,2,2,1,1,1,Sep,2019
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-19,Murder,Solved,Ealing,Not Reported/Not Known,2,2,1,4,1,Sep,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-19,Murder,Solved,Ealing,Other,3,3,1,3,1,Nov,2019
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Unsolved,Ealing,Asian,6,6,1,2,0,Dec,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-19,Murder,Unsolved,Islington,White,1,1,1,0,0,Jan,2019
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jun-19,Murder,Solved,Islington,White,5,5,1,0,1,Jun,2019
1,55 to 64,Male,Other Methods Of Killing,Not Domestic Abuse,Jul-19,Murder,Solved,Islington,White,6,6,1,0,1,Jul,2019
1,55 to 64,Female,Other Methods Of Killing,Not Domestic Abuse,Oct-19,Murder,Solved,Islington,Black,6,6,2,1,1,Oct,2019
1,13 to 19,Male,Shooting,Not Domestic Abuse,Feb-19,Murder,Solved,Haringey,Black,1,1,1,1,1,Feb,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-19,Murder,Solved,Haringey,White,3,3,1,0,1,Jun,2019
1,65 and over,Female,Blunt Implement,Not Domestic Abuse,Aug-19,Murder,Solved,Haringey,White,7,7,2,0,1,Aug,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-19,Murder,Solved,Ealing,Black,1,1,1,1,1,Aug,2019
1,25 to 34,Male,Shooting,Not Domestic Abuse,Sep-19,Murder,Solved,Haringey,White,3,3,1,0,1,Sep,2019
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Haringey,White,5,5,1,0,1,Dec,2019
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Jan-19,Murder,Solved,Ealing,White,3,3,2,0,1,Jan,2019
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-19,Murder,Solved,Southwark,Black,4,4,1,1,1,Feb,2019
1,0 to 12,Female,Not known/Not Recorded ,Not Domestic Abuse,Apr-19,Murder,Unsolved,Southwark,Black,0,0,2,1,0,Apr,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,May-19,Murder,Solved,Ealing,Black,1,1,1,1,1,May,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-19,Murder,Solved,Southwark,Black,1,1,1,1,1,Jun,2019
1,0 to 12,Male,Not known/Not Recorded ,Not Domestic Abuse,Jul-19,Murder,Solved,Southwark,Not Reported/Not Known,0,0,1,4,1,Jul,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-19,Murder,Solved,Southwark,Black,1,1,1,1,1,Oct,2019
1,35 to 44 ,Female,Other Methods Of Killing,Domestic Abuse,Oct-19,Murder,Unsolved,Southwark,White,4,4,2,0,0,Oct,2019
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,May-19,Murder,Solved,Lewisham,Not Reported/Not Known,5,5,1,4,1,May,2019
1,55 to 64,Female,Not known/Not Recorded ,Not Domestic Abuse,Jun-19,Murder,Unsolved,Lewisham,White,6,6,2,0,0,Jun,2019
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Lewisham,Black,2,2,1,1,1,Dec,2019
1,55 to 64,Female,Blunt Implement,Not Domestic Abuse,Jul-19,Murder,Solved,Bromley,White,6,6,2,0,1,Jul,2019
1,13 to 19,Male,Shooting,Not Domestic Abuse,Jun-19,Murder,Unsolved,Greenwich,Black,1,1,1,1,0,Jun,2019
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-19,Murder,Solved,Greenwich,Black,2,2,1,1,1,Jul,2019
1,45 to 54,Female,Knife or Sharp Implement,Not Domestic Abuse,Oct-19,Murder,Unsolved,Greenwich,White,5,5,2,0,0,Oct,2019
1,25 to 34,Male,Other Methods Of Killing,Not Domestic Abuse,Oct-19,Murder,Solved,Greenwich,White,3,3,1,0,1,Oct,2019
1,0 to 12,Female,"Physical Assault, no weapon",Not Domestic Abuse,Mar-19,Murder,Solved,Croydon,White,0,0,2,0,1,Mar,2019
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Jun-19,Murder,Solved,Croydon,Black,3,3,2,1,1,Jun,2019
1,0 to 12,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-19,Murder,Solved,Croydon,Black,0,0,1,1,1,Jul,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-19,Murder,Unsolved,Croydon,Black,1,1,1,1,0,Jul,2019
1,0 to 12,Male,"Physical Assault, no weapon",Not Domestic Abuse,Oct-19,Murder,Solved,Croydon,Black,0,0,1,1,1,Oct,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Croydon,Black,3,3,1,1,1,Dec,2019
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Croydon,White,6,6,1,0,1,Dec,2019
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-19,Murder,Solved,Bexley,White,2,2,1,0,1,Oct,2019
1,45 to 54,Male,Other Methods Of Killing,Not Domestic Abuse,Dec-19,Murder,Unsolved,Bexley,White,5,5,1,0,0,Dec,2019
1,35 to 44 ,Female,"Physical Assault, no weapon",Domestic Abuse,Jan-19,Murder,Solved,Tower Hamlets,Asian,4,4,2,2,1,Jan,2019
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Jan-19,Murder,Solved,Tower Hamlets,Asian,3,3,2,2,1,Jan,2019
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-19,Murder,Solved,Tower Hamlets,White,4,4,1,0,1,Feb,2019
1,35 to 44 ,Female,Blunt Implement,Domestic Abuse,Apr-19,Murder,Solved,Tower Hamlets,White,4,4,2,0,1,Apr,2019
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,May-19,Murder,Solved,Tower Hamlets,Asian,2,2,1,2,1,May,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-19,Murder,Solved,Tower Hamlets,White,3,3,1,0,1,Jun,2019
1,35 to 44 ,Male,Shooting,Not Domestic Abuse,Nov-19,Murder,Solved,Tower Hamlets,Asian,4,4,1,2,1,Nov,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-19,Murder,Solved,Tower Hamlets,Black,3,3,1,1,1,Nov,2019
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-19,Murder,Solved,Redbridge,Black,2,2,1,1,1,Feb,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-19,Murder,Unsolved,Redbridge,Black,3,3,1,1,0,Apr,2019
1,35 to 44 ,Male,Other Methods Of Killing,Not Domestic Abuse,Jun-19,Murder,Solved,Redbridge,White,4,4,1,0,1,Jun,2019
1,0 to 12,Female,"Physical Assault, no weapon",Not Domestic Abuse,Sep-19,Murder,Solved,Redbridge,Asian,0,0,2,2,1,Sep,2019
1,55 to 64,Male,Blunt Implement,Not Domestic Abuse,Nov-19,Murder,Solved,Redbridge,White,6,6,1,0,1,Nov,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-19,Murder,Solved,Redbridge,Asian,1,1,1,2,1,Nov,2019
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-19,Murder,Solved,Redbridge,Black,2,2,1,1,1,Nov,2019
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-19,Murder,Solved,Hackney,Black,5,5,1,1,1,Apr,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-19,Murder,Solved,Hackney,Black,3,3,1,1,1,Apr,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,May-19,Murder,Solved,Hackney,Black,1,1,1,1,1,May,2019
1,35 to 44 ,Female,Blunt Implement,Not Domestic Abuse,Aug-19,Murder,Solved,Hackney,Black,4,4,2,1,1,Aug,2019
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Hackney,Black,2,2,1,1,1,Dec,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-19,Murder,Solved,Waltham Forest,Black,1,1,1,1,1,Jan,2019
1,65 and over,Male,Blunt Implement,Not Domestic Abuse,Feb-19,Murder,Unsolved,Waltham Forest,White,7,7,1,0,0,Feb,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-19,Murder,Solved,Waltham Forest,White,3,3,1,0,1,Mar,2019
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,Apr-19,Murder,Solved,Waltham Forest,Black,6,6,1,1,1,Apr,2019
1,45 to 54,Male,Other Methods Of Killing,Not Domestic Abuse,May-19,Murder,Solved,Waltham Forest,White,5,5,1,0,1,May,2019
1,25 to 34,Male,Shooting,Not Domestic Abuse,Jul-19,Murder,Solved,Waltham Forest,White,3,3,1,0,1,Jul,2019
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Waltham Forest,White,2,2,1,0,1,Dec,2019
1,45 to 54,Male,Knife or Sharp Implement,Domestic Abuse,Dec-19,Murder,Solved,Barking & Dagenham,White,5,5,1,0,1,Dec,2019
1,65 and over,Male,Not known/Not Recorded ,Not Domestic Abuse,May-19,Murder,Unsolved,Enfield,White,7,7,1,0,0,May,2019
1,20 to 24,Male,Shooting,Not Domestic Abuse,Jul-19,Murder,Unsolved,Enfield,Black,2,2,1,1,0,Jul,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-19,Murder,Solved,Enfield,Black,3,3,1,1,1,Sep,2019
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,Sep-19,Murder,Solved,Enfield,Black,5,5,2,1,1,Sep,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-19,Murder,Solved,Enfield,Black,3,3,1,1,1,Oct,2019
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-19,Murder,Unsolved,Newham,Asian,2,2,1,2,0,Apr,2019
1,35 to 44 ,Female,Blunt Implement,Not Domestic Abuse,Apr-19,Murder,Solved,Newham,Asian,4,4,2,2,1,Apr,2019
1,25 to 34,Female,Blunt Implement,Not Domestic Abuse,Apr-19,Murder,Solved,Newham,White,3,3,2,0,1,Apr,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,May-19,Murder,Unsolved,Newham,White,3,3,1,0,0,May,2019
1,55 to 64,Male,Other Methods Of Killing,Not Domestic Abuse,May-19,Murder,Solved,Newham,White,6,6,1,0,1,May,2019
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-19,Murder,Solved,Newham,White,4,4,1,0,1,Jun,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-19,Murder,Solved,Newham,Asian,3,3,1,2,1,Jun,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-19,Murder,Solved,Ealing,White,1,1,1,0,1,Aug,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-19,Murder,Solved,Newham,Black,1,1,1,1,1,Sep,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-19,Murder,Solved,Newham,Black,1,1,1,1,1,Oct,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Newham,Black,3,3,1,1,1,Dec,2019
1,35 to 44 ,Female,"Physical Assault, no weapon",Domestic Abuse,Jan-19,Murder,Unsolved,Havering,Black,4,4,2,1,0,Jan,2019
1,13 to 19,Female,Knife or Sharp Implement,Not Domestic Abuse,Mar-19,Murder,Solved,Havering,White,1,1,2,0,1,Mar,2019
1,65 and over,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jun-19,Manslaughter,Unsolved,Havering,White,7,7,1,0,0,Jun,2019
1,25 to 34,Female,Knife or Sharp Implement,Not Domestic Abuse,Aug-19,Murder,Unsolved,Redbridge,White,3,3,2,0,0,Aug,2019
1,35 to 44 ,Male,Not known/Not Recorded ,Not Domestic Abuse,Dec-19,Murder,Unsolved,Ealing,White,4,4,1,0,0,Dec,2019
1,65 and over,Female,Not known/Not Recorded ,Not Domestic Abuse,Mar-19,Murder,Solved,Kensington & Chelsea,White,7,7,2,0,1,Mar,2019
1,65 and over,Female,Knife or Sharp Implement,Domestic Abuse,May-19,Murder,Solved,Kensington & Chelsea,White,7,7,2,0,1,May,2019
1,65 and over,Male,Knife or Sharp Implement,Domestic Abuse,May-19,Murder,Solved,Ealing,White,7,7,1,0,1,May,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-19,Murder,Solved,Kensington & Chelsea,Other,3,3,1,3,1,Dec,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-19,Murder,Solved,Hammersmith & Fulham,Black,1,1,1,1,1,Mar,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-19,Murder,Solved,Hammersmith & Fulham,Black,3,3,1,1,1,Mar,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-19,Murder,Solved,Hammersmith & Fulham,Black,1,1,1,1,1,Jun,2019
1,35 to 44 ,Male,Other Methods Of Killing,Not Domestic Abuse,Jun-19,Murder,Solved,Hammersmith & Fulham,White,4,4,1,0,1,Jun,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-19,Murder,Solved,Ealing,Black,1,1,1,1,1,Aug,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-19,Murder,Solved,Westminster,White,3,3,1,0,1,Jan,2019
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-19,Murder,Solved,Westminster,Black,4,4,1,1,1,Mar,2019
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-19,Murder,Solved,Westminster,White,3,3,1,0,1,Mar,2019
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-19,Murder,Solved,Westminster,Other,1,1,1,3,1,Sep,2019
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-20,Murder,Solved,Wandsworth,White,4,4,1,0,1,Apr,2020
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,May-20,Manslaughter,Solved,Wandsworth,White,5,5,1,0,1,May,2020
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-20,Murder,Solved,Wandsworth,White,1,1,1,0,1,Oct,2020
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-20,Murder,Solved,Kingston Upon Thames,Not Reported/Not Known,1,1,1,4,1,Feb,2020
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-20,Murder,Solved,Ealing,Black,3,3,1,1,1,Oct,2020
1,45 to 54,Female,"Physical Assault, no weapon",Domestic Abuse,Oct-20,Murder,Solved,Kingston Upon Thames,White,5,5,2,0,1,Oct,2020
1,65 and over,Male,Blunt Implement,Not Domestic Abuse,Jul-20,Murder,Solved,Hounslow,Not Reported/Not Known,7,7,1,4,1,Jul,2020
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-20,Murder,Solved,Hounslow,Asian,3,3,1,2,1,Jul,2020
1,35 to 44 ,Female,Knife or Sharp Implement,Domestic Abuse,Oct-20,Murder,Unsolved,Ealing,Asian,4,4,2,2,0,Oct,2020
1,0 to 12,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-20,Murder,Unsolved,Hounslow,Asian,0,0,1,2,0,Oct,2020
1,0 to 12,Female,Other Methods Of Killing,Not Domestic Abuse,Dec-20,Murder,Unsolved,Hounslow,Asian,0,0,2,2,0,Dec,2020
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-20,Murder,Solved,Richmond Upon Thames,White,5,5,1,0,1,Jan,2020
1,65 and over,Male,"Physical Assault, no weapon",Not Domestic Abuse,Aug-20,Murder,Unsolved,Richmond Upon Thames,White,7,7,1,0,0,Aug,2020
1,25 to 34,Male,"Physical Assault, no weapon",Not Domestic Abuse,Mar-20,Murder,Solved,Hillingdon,White,3,3,1,0,1,Mar,2020
1,35 to 44 ,Male,"Physical Assault, no weapon",Not Domestic Abuse,Apr-20,Murder,Solved,Hillingdon,Asian,4,4,1,2,1,Apr,2020
1,20 to 24,Male,Shooting,Not Domestic Abuse,Oct-20,Murder,Solved,Hillingdon,Black,2,2,1,1,1,Oct,2020
1,65 and over,Female,Knife or Sharp Implement,Not Domestic Abuse,Apr-20,Murder,Solved,Ealing,White,7,7,2,0,1,Apr,2020
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-20,Murder,Solved,Lambeth,White,6,6,1,0,1,Apr,2020
1,0 to 12,Female,Not known/Not Recorded ,Not Domestic Abuse,May-20,Murder,Solved,Lambeth,Black,0,0,2,1,1,May,2020
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-20,Murder,Solved,Lambeth,Black,3,3,1,1,1,Jul,2020
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-20,Murder,Solved,Lambeth,Black,2,2,1,1,1,Aug,2020
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-20,Murder,Solved,Lambeth,Black,2,2,1,1,1,Sep,2020
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-20,Murder,Solved,Lambeth,Not Reported/Not Known,3,3,1,4,1,Nov,2020
1,25 to 34,Female,Knife or Sharp Implement,Domestic Abuse,Dec-20,Murder,Solved,Lambeth,Asian,3,3,2,2,1,Dec,2020
1,0 to 12,Female,Knife or Sharp Implement,Not Domestic Abuse,Jun-20,Murder,Solved,Merton,Asian,0,0,2,2,1,Jun,2020
1,20 to 24,Male,Shooting,Not Domestic Abuse,Sep-20,Murder,Solved,Merton,Black,2,2,1,1,1,Sep,2020
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-20,Murder,Solved,Brent,Black,4,4,1,1,1,Feb,2020
1,35 to 44 ,Female,Other Methods Of Killing,Domestic Abuse,Apr-20,Murder,Solved,Brent,Black,4,4,2,1,1,Apr,2020
1,25 to 34,Female,Knife or Sharp Implement,Not Domestic Abuse,Jun-20,Murder,Solved,Brent,Black,3,3,2,1,1,Jun,2020
1,45 to 54,Female,Knife or Sharp Implement,Not Domestic Abuse,Jun-20,Murder,Solved,Brent,Black,5,5,2,1,1,Jun,2020
1,25 to 34,Male,Shooting,Not Domestic Abuse,Jul-20,Murder,Solved,Ealing,White,3,3,1,0,1,Jul,2020
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-20,Murder,Solved,Brent,White,4,4,1,0,1,Jul,2020
1,0 to 12,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-20,Murder,Solved,Brent,White,0,0,1,0,1,Jul,2020
1,25 to 34,Male,Shooting,Not Domestic Abuse,Aug-20,Murder,Unsolved,Brent,Black,3,3,1,1,0,Aug,2020
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-20,Murder,Solved,Brent,Black,6,6,1,1,1,Sep,2020
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-20,Murder,Solved,Brent,Black,1,1,1,1,1,Nov,2020
1,45 to 54,Female,Other Methods Of Killing,Not Domestic Abuse,Jan-20,Murder,Solved,Barnet,Asian,5,5,2,2,1,Jan,2020
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-20,Murder,Solved,Harrow,Asian,1,1,1,2,1,Aug,2020
1,0 to 12,Female,Other Methods Of Killing,Not Domestic Abuse,Oct-20,Manslaughter,Solved,Harrow,Asian,0,0,2,2,1,Oct,2020
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-20,Murder,Solved,Harrow,Black,2,2,1,1,1,Dec,2020
1,55 to 64,Male,Blunt Implement,Not Domestic Abuse,Jul-20,Murder,Solved,Camden,Black,6,6,1,1,1,Jul,2020
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-20,Murder,Solved,Barnet,Black,2,2,1,1,1,Mar,2020
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-20,Murder,Solved,Barnet,Black,2,2,1,1,1,Sep,2020
1,0 to 12,Male,Other Methods Of Killing,Not Domestic Abuse,Jan-20,Infanticide,Unsolved,Ealing,Black,0,0,1,1,0,Jan,2020
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-20,Murder,Solved,Ealing,White,5,5,1,0,1,Mar,2020
1,55 to 64,Male,Knife or Sharp Implement,Domestic Abuse,Jul-20,Murder,Solved,Ealing,Black,6,6,1,1,1,Jul,2020
1,0 to 12,Male,"Physical Assault, no weapon",Not Domestic Abuse,Aug-20,Murder,Solved,Ealing,White,0,0,1,0,1,Aug,2020
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,Aug-20,Manslaughter,Solved,Ealing,Black,6,6,1,1,1,Aug,2020
1,55 to 64,Female,Knife or Sharp Implement,Domestic Abuse,Nov-20,Murder,Solved,Ealing,Asian,6,6,2,2,1,Nov,2020
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-20,Murder,Solved,Islington,White,3,3,1,0,1,Jan,2020
1,65 and over,Male,Blunt Implement,Not Domestic Abuse,May-20,Murder,Solved,Ealing,White,7,7,1,0,1,May,2020
1,20 to 24,Male,Shooting,Not Domestic Abuse,Jul-20,Murder,Solved,Islington,Black,2,2,1,1,1,Jul,2020
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-20,Murder,Solved,Islington,Black,1,1,1,1,1,Sep,2020
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,May-20,Murder,Solved,Haringey,Black,2,2,1,1,1,May,2020
1,25 to 34,Male,Shooting,Not Domestic Abuse,May-20,Murder,Solved,Haringey,Black,3,3,1,1,1,May,2020
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-20,Murder,Solved,Haringey,White,5,5,1,0,1,Jun,2020
1,45 to 54,Male,"Physical Assault, no weapon",Not Domestic Abuse,Feb-20,Manslaughter,Solved,Southwark,White,5,5,1,0,1,Feb,2020
1,65 and over,Female,Blunt Implement,Domestic Abuse,Mar-20,Murder,Solved,Ealing,Black,7,7,2,1,1,Mar,2020
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,May-20,Murder,Solved,Southwark,Black,1,1,1,1,1,May,2020
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-20,Murder,Solved,Southwark,Black,1,1,1,1,1,Jul,2020
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-20,Murder,Solved,Southwark,Black,3,3,1,1,1,Nov,2020
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-20,Murder,Solved,Lewisham,Asian,2,2,1,2,1,Mar,2020
1,55 to 64,Female,Knife or Sharp Implement,Domestic Abuse,Jun-20,Murder,Solved,Lewisham,Black,6,6,2,1,1,Jun,2020
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-20,Murder,Solved,Lewisham,Black,3,3,1,1,1,Sep,2020
